Incident Number,Opened At,Resolved At,Closed At,Category,Subcategory,Priority,Impact,Urgency,State,Assignment Group,Assigned To,Location,Department,CI Name,Short Description,Reopen Count,SLA Met,Resolution Hours,Caller ID,Month Year,Quarter
INC103012,2024-02-22 07:56:39,2024-02-25 03:56:39,2024-02-25 05:56:39,Network,Windows,Medium,High,Medium,New,Linux Team,Amy Martinez,Chennai,Marketing,SAP Server,Firm leg student on notice.,2,No,68,Mary Nash,Feb-2024,Q1
INC103013,2026-04-09 03:40:12,2026-04-12 01:40:12,2026-04-12 08:40:12,Application,Windows,Critical,High,Low,Closed,Windows Team,Stephanie Lewis,Hyderabad,Operations,Web Server,Likely soon although air debate research strategy ever.,2,Yes,70,Melissa Smith,Apr-2026,Q2
INC103014,2022-03-19 14:41:02,2022-03-20 22:41:02,2022-03-21 14:41:02,Email,Server,High,Low,Low,Resolved,Security Team,Laura Warner,Kolkata,Finance,Web Server,Interesting decide throughout stock somebody current result.,4,Yes,32,Shannon Banks,Mar-2022,Q1
INC103015,2024-03-09 08:01:57,2024-03-12 17:01:57,2024-03-12 22:01:57,Network,VPN,Critical,Medium,Low,Resolved,Linux Team,Michelle Gutierrez,Bangalore,Finance,SAP Server,Room course me mind including you power step range teach care.,5,Yes,81,Jeffrey Smith,Mar-2024,Q1
INC103016,2021-09-28 07:23:49,2021-09-30 12:23:49,2021-10-01 09:23:49,Cloud,Laptop,High,Low,Low,Resolved,Cloud Team,James Hall,Kolkata,HR,CRM Server,General film subject five add subject else security.,5,No,53,Elizabeth Cooley MD,Sep-2021,Q3
INC103017,2021-03-26 23:03:40,2021-03-29 10:03:40,2021-03-30 06:03:40,Software,Printer,Critical,Low,High,On Hold,Windows Team,Richard Wilson,Delhi,IT,Web Server,Center already society white Republican.,1,No,59,Travis Knox,Mar-2021,Q1
INC103018,2023-09-25 03:32:32,2023-09-27 21:32:32,2023-09-28 17:32:32,Database,Printer,High,Low,Low,On Hold,Database Team,Dennis Hartman,Mumbai,HR,Web Server,Trial work less sing meet others.,1,No,66,Daniel Bray,Sep-2023,Q3
INC103019,2025-08-23 18:04:18,2025-08-26 23:04:18,2025-08-27 12:04:18,Database,Server,Medium,Low,High,Closed,Application Support,Mrs. Cassandra Powell DVM,Mumbai,Support,Power BI Server,Food international both third couple away least who trial material.,0,No,77,Isaiah Davis,Aug-2025,Q3
INC103020,2023-01-18 23:31:53,2023-01-19 05:31:53,2023-01-19 13:31:53,Email,Firewall,High,High,Medium,Resolved,Linux Team,Lori Lopez,Pune,Sales,Active Directory,Tend economy usually minute call fire.,0,Yes,6,Robert Jones,Jan-2023,Q1
INC103021,2023-09-11 00:44:52,2023-09-13 05:44:52,2023-09-13 19:44:52,Security,SQL,Critical,Low,Medium,In Progress,Service Desk,Andrew Hess,Kolkata,IT,VPN Gateway,Certain fund dream focus seek tonight man reason government couple meeting.,1,Yes,53,Carolyn Garcia,Sep-2023,Q3
INC103022,2022-12-05 03:15:21,2022-12-07 03:15:21,2022-12-08 00:15:21,Email,Windows,High,Medium,Medium,On Hold,Cloud Team,Ian Bennett,Delhi,Support,CRM Server,Church walk night low others attorney crime order whole.,5,No,48,Dave Floyd,Dec-2022,Q4
INC103023,2023-09-09 20:51:43,2023-09-11 02:51:43,2023-09-12 00:51:43,Database,Firewall,Medium,High,Medium,Closed,Database Team,Jennifer Mccarthy,Pune,Sales,CRM Server,Thing partner much myself half.,3,Yes,30,Michael Robles,Sep-2023,Q3
INC103024,2025-01-04 05:29:58,2025-01-04 21:29:58,2025-01-05 18:29:58,Database,SQL,Low,Medium,Medium,On Hold,Application Support,Stephanie Rojas,Mumbai,Operations,CRM Server,We treat top a rule build loss personal gun.,3,Yes,16,Matthew Horton,Jan-2025,Q1
INC103025,2025-03-16 06:49:41,2025-03-18 20:49:41,2025-03-19 04:49:41,Software,Printer,Medium,High,Low,In Progress,Service Desk,Michael Allen,Kolkata,Sales,Active Directory,Cost various bed piece adult eye whose section.,3,No,62,Micheal Morgan,Mar-2025,Q1
INC103026,2021-05-25 00:38:52,2021-05-26 16:38:52,2021-05-27 07:38:52,Hardware,Printer,Critical,High,Low,New,Database Team,Erin Young,Bangalore,Support,SAP Server,Four thank ago safe vote performance use bar.,4,No,40,Kimberly Smith,May-2021,Q2
INC103027,2025-06-29 16:15:48,2025-07-03 13:15:48,2025-07-04 08:15:48,Software,Printer,Medium,Low,Low,New,Application Support,Robin Martinez,Bangalore,Support,Power BI Server,Kind watch smile south them pass seven research.,5,No,93,Heather Lee,Jun-2025,Q2
INC103028,2025-05-20 11:43:19,2025-05-23 19:43:19,2025-05-24 10:43:19,Email,Server,Critical,Low,Medium,On Hold,Windows Team,Charlene Clark,Chennai,HR,VPN Gateway,Professor across movement chair meeting listen anyone necessary.,1,No,80,Susan Mendoza,May-2025,Q2
INC103029,2023-01-20 11:39:36,2023-01-21 15:39:36,2023-01-22 11:39:36,Email,Oracle,High,Low,High,Closed,Cloud Team,Jeffery Williams,Bangalore,Marketing,Active Directory,Son medical eight street yard future weight main.,2,No,28,Nicholas Crawford,Jan-2023,Q1
INC103030,2025-11-09 16:20:36,2025-11-12 02:20:36,2025-11-12 05:20:36,Network,Firewall,Low,High,High,New,Application Support,Rachel Davis,Bangalore,Operations,Exchange Server,Sense author win operation understand marriage.,3,No,58,Erin Hooper,Nov-2025,Q4
INC103031,2022-09-15 21:03:36,2022-09-18 19:03:36,2022-09-19 01:03:36,Cloud,Server,Medium,High,Low,New,Cloud Team,Mark Brown,Kolkata,Operations,Power BI Server,Analysis physical market help step hope member guy.,2,No,70,Danielle Jacobs,Sep-2022,Q3
INC103032,2021-04-15 12:14:12,2021-04-16 00:14:12,2021-04-16 05:14:12,Hardware,Laptop,Low,High,Low,New,Windows Team,Shannon Stafford,Pune,Finance,CRM Server,Chair cost trip true wife song become.,4,Yes,12,Gabriel Ball,Apr-2021,Q2
INC103033,2021-12-19 10:40:28,2021-12-22 09:40:28,2021-12-23 09:40:28,Security,Firewall,Low,High,Medium,New,Linux Team,John Cook,Chennai,Sales,Web Server,Wonder animal town yes begin explain cause base.,3,Yes,71,Andrea Oliver,Dec-2021,Q4
INC103034,2026-07-22 14:20:57,2026-07-25 04:20:57,2026-07-26 01:20:57,Hardware,VPN,Low,High,High,In Progress,Network Team,Donna Williams,Delhi,Marketing,SAP Server,Wish maintain necessary around lead find.,0,No,62,Thomas Newman,Jul-2026,Q3
INC103035,2026-07-07 10:11:54,2026-07-07 19:11:54,2026-07-08 11:11:54,Hardware,Firewall,Low,High,High,New,Windows Team,Joseph Shepherd,Delhi,Operations,VPN Gateway,Federal then foreign change Democrat of first.,1,Yes,9,John Lawrence,Jul-2026,Q3
INC103036,2022-04-02 05:00:34,2022-04-03 11:00:34,2022-04-04 09:00:34,Security,Server,Low,Low,Low,Closed,Windows Team,Tracey Arnold,Hyderabad,IT,SAP Server,Popular month plant lawyer team own increase top response.,3,Yes,30,Marissa Little,Apr-2022,Q2
INC103037,2026-02-07 17:14:54,2026-02-08 22:14:54,2026-02-09 21:14:54,Email,Windows,High,High,Medium,In Progress,Cloud Team,Cathy Williams,Mumbai,IT,Oracle DB,Six room off use field.,2,No,29,Linda Johnson,Feb-2026,Q1
INC103038,2023-03-11 03:10:29,2023-03-12 03:10:29,2023-03-12 05:10:29,Database,Server,Low,High,Medium,New,Application Support,Linda Parker,Delhi,Support,CRM Server,Also wide ball sense assume cell top alone.,0,Yes,24,Elizabeth Smith,Mar-2023,Q1
INC103039,2025-02-05 12:55:37,2025-02-08 08:55:37,2025-02-08 11:55:37,Cloud,SQL,Low,High,Medium,On Hold,Application Support,Robin Cooper,Bangalore,Operations,Active Directory,General star claim population project analysis.,3,Yes,68,Jeremiah Morrison,Feb-2025,Q1
INC103040,2022-03-08 23:20:00,2022-03-11 20:20:00,2022-03-12 12:20:00,Software,Laptop,High,High,Low,On Hold,Database Team,Michelle Rhodes,Bangalore,Support,Web Server,Around bring after course one Democrat.,4,No,69,Carol Robinson,Mar-2022,Q1
INC103041,2025-01-27 18:02:53,2025-01-29 12:02:53,2025-01-29 19:02:53,Cloud,Firewall,Medium,Low,Medium,Closed,Security Team,Jacqueline Thompson,Delhi,Sales,CRM Server,Government all senior why too somebody as.,3,Yes,42,Nicole Strickland,Jan-2025,Q1
INC103042,2025-03-02 21:36:14,2025-03-06 17:36:14,2025-03-07 00:36:14,Database,Windows,Critical,Low,Medium,Closed,Application Support,Melanie Russo,Bangalore,Marketing,Power BI Server,Point positive again gun maybe look they visit one.,5,Yes,92,Sharon Harris,Mar-2025,Q1
INC103043,2026-07-28 20:01:24,2026-07-31 12:01:24,2026-07-31 20:01:24,Email,Server,Critical,High,Medium,On Hold,Service Desk,Antonio Tran,Delhi,IT,VPN Gateway,Leader goal general kind sea kid mean table indeed.,0,No,64,Julie Miller,Jul-2026,Q3
INC103044,2022-04-21 06:31:08,2022-04-21 22:31:08,2022-04-22 00:31:08,Network,Linux,Critical,High,Medium,On Hold,Linux Team,William Stephens,Chennai,IT,Web Server,Politics space often wait final save.,5,Yes,16,Aaron Garrett,Apr-2022,Q2
INC103045,2024-02-19 17:32:50,2024-02-22 06:32:50,2024-02-22 15:32:50,Database,Server,Critical,High,Low,Resolved,Application Support,Veronica King,Delhi,IT,CRM Server,Forget picture same ability career.,2,No,61,Mary Reyes,Feb-2024,Q1
INC103046,2024-05-06 21:06:12,2024-05-09 21:06:12,2024-05-10 15:06:12,Email,Linux,Medium,Low,Medium,In Progress,Network Team,Johnny Walsh,Chennai,HR,Active Directory,Throw answer management leader together recently street their.,1,Yes,72,Elizabeth Smith,May-2024,Q2
INC103047,2023-02-14 22:21:58,2023-02-17 14:21:58,2023-02-17 23:21:58,Email,VPN,Medium,Low,High,New,Application Support,Mrs. Heather Cook,Bangalore,Support,Power BI Server,Community none structure city line.,5,Yes,64,Michelle Ramirez,Feb-2023,Q1
INC103048,2021-06-14 11:32:55,2021-06-16 19:32:55,2021-06-16 20:32:55,Database,Laptop,Critical,High,Medium,Resolved,Linux Team,Laura Johnson,Bangalore,Finance,Web Server,Respond room up them money.,5,No,56,Michael Alvarado,Jun-2021,Q2
INC103049,2023-09-28 19:53:20,2023-09-29 14:53:20,2023-09-30 04:53:20,Software,Linux,Medium,Low,High,On Hold,Service Desk,Lisa Holmes,Pune,HR,Oracle DB,During church tonight training help market city.,5,No,19,Cody Williams,Sep-2023,Q3
INC103050,2025-07-30 04:50:46,2025-07-31 03:50:46,2025-07-31 22:50:46,Email,Linux,Low,Medium,Medium,Closed,Database Team,Karen Harrison,Mumbai,Sales,Power BI Server,Everybody hundred rock arm local stock perhaps address treatment network.,3,No,23,Kimberly Williamson,Jul-2025,Q3
INC103051,2023-09-06 08:00:23,2023-09-09 19:00:23,2023-09-10 14:00:23,Application,Windows,Low,Medium,High,Resolved,Windows Team,Mario Miller,Chennai,Support,Exchange Server,Upon gun affect boy hot everything man.,2,Yes,83,Yesenia Martin,Sep-2023,Q3
INC103052,2022-12-27 21:20:43,2022-12-28 15:20:43,2022-12-29 15:20:43,Network,Oracle,Medium,High,Low,Closed,Application Support,Thomas Gardner,Bangalore,Sales,Active Directory,Increase community or attention well play other nearly language consumer it.,1,No,18,Kimberly Raymond,Dec-2022,Q4
INC103053,2021-09-06 19:04:40,2021-09-07 22:04:40,2021-09-08 03:04:40,Hardware,Printer,Critical,High,Medium,Closed,Network Team,Ashley Miller,Hyderabad,Marketing,Exchange Server,Between knowledge mention such first reason energy.,4,Yes,27,Kimberly Raymond,Sep-2021,Q3
INC103054,2023-10-15 11:56:36,2023-10-18 01:56:36,2023-10-19 00:56:36,Cloud,SQL,Critical,Low,Medium,Closed,Application Support,Luis Watson,Chennai,HR,SAP Server,Public decade voice body challenge pay evening case other.,1,No,62,Elizabeth Smith,Oct-2023,Q4
INC103055,2021-11-22 02:26:58,2021-11-23 07:26:58,2021-11-23 20:26:58,Application,Printer,Medium,Low,High,On Hold,Service Desk,Adrian Johnson,Delhi,Support,Oracle DB,Season program hit maybe possible director beat.,5,No,29,Carolyn Garcia,Nov-2021,Q4
INC103056,2025-12-05 22:01:35,2025-12-08 03:01:35,2025-12-08 09:01:35,Database,Linux,Critical,High,Medium,On Hold,Service Desk,Rebecca Carter,Delhi,HR,Active Directory,Themselves second certainly trip rate sport throw cover.,5,No,53,Katherine Ritter,Dec-2025,Q4
INC103057,2023-12-04 08:23:48,2023-12-06 18:23:48,2023-12-07 17:23:48,Hardware,Server,Low,Medium,Medium,Closed,Windows Team,Dustin Hughes,Delhi,Sales,Web Server,Full both mother cold.,5,Yes,58,Benjamin Griffin,Dec-2023,Q4
INC103058,2022-08-23 13:20:03,2022-08-26 23:20:03,2022-08-27 20:20:03,Database,Server,Critical,High,Low,New,Service Desk,James Nelson,Pune,Operations,Oracle DB,Truth best any and growth thank office fill.,3,Yes,82,Stephanie Orr,Aug-2022,Q3
INC103059,2023-04-27 00:04:02,2023-04-27 16:04:02,2023-04-28 11:04:02,Database,Server,Medium,High,High,In Progress,Network Team,David Woodward,Hyderabad,Support,SAP Server,Whom media bed process imagine travel member expect war dinner respond.,5,Yes,16,Andrew Griffin,Apr-2023,Q2
INC103060,2023-09-08 10:56:29,2023-09-12 03:56:29,2023-09-12 22:56:29,Security,Oracle,Medium,Low,Medium,In Progress,Network Team,Alison Thompson,Chennai,Operations,Exchange Server,Clear study must certainly capital laugh site over.,3,No,89,Carly Taylor,Sep-2023,Q3
INC103061,2022-11-01 05:29:33,2022-11-02 02:29:33,2022-11-02 16:29:33,Security,Oracle,Critical,Medium,Low,New,Windows Team,Jenny Hart,Pune,Operations,Active Directory,Campaign indicate often deal listen.,5,Yes,21,Glen Roberts,Nov-2022,Q4
INC103062,2025-09-24 11:43:03,2025-09-25 11:43:03,2025-09-26 05:43:03,Security,Printer,Low,Low,Medium,On Hold,Network Team,Debbie Fisher,Delhi,IT,Oracle DB,Will rule level wind event.,5,Yes,24,Eric Washington,Sep-2025,Q3
INC103063,2024-02-05 14:06:53,2024-02-06 20:06:53,2024-02-07 03:06:53,Hardware,Server,High,Low,Low,New,Application Support,Dustin Wood,Hyderabad,Finance,SAP Server,Recently dream government lead director about rate west.,4,Yes,30,Nicholas Crawford,Feb-2024,Q1
INC103064,2025-05-13 12:53:36,2025-05-16 13:53:36,2025-05-16 23:53:36,Database,SQL,Low,Low,Low,On Hold,Service Desk,Christopher Rodriguez,Delhi,Support,Power BI Server,Reality even however TV likely everybody bad check.,5,Yes,73,Nicholas Munoz,May-2025,Q2
INC103065,2023-01-02 12:19:07,2023-01-03 10:19:07,2023-01-03 12:19:07,Security,Firewall,Low,High,Low,In Progress,Windows Team,Vincent Adams,Delhi,Marketing,Oracle DB,Point choose or any item him entire capital option.,0,Yes,22,Joyce Merritt,Jan-2023,Q1
INC103066,2021-01-07 05:51:04,2021-01-10 06:51:04,2021-01-11 04:51:04,Application,VPN,Critical,High,Medium,Resolved,Application Support,Brian Haynes,Hyderabad,Operations,Active Directory,Science hear social heavy car dinner item more.,3,Yes,73,Christopher Anderson,Jan-2021,Q1
INC103067,2025-07-21 11:08:32,2025-07-22 20:08:32,2025-07-23 03:08:32,Network,Server,High,High,High,In Progress,Security Team,Richard Richmond,Chennai,Marketing,CRM Server,Feeling thing actually life expert.,4,No,33,Cheryl Smith,Jul-2025,Q3
INC103068,2023-12-09 14:31:35,2023-12-13 14:31:35,2023-12-13 18:31:35,Cloud,Firewall,High,Medium,Low,Closed,Security Team,Christina Hebert,Delhi,IT,SAP Server,Term trial either power leave hour answer other.,0,No,96,David Miller,Dec-2023,Q4
INC103069,2022-06-21 20:42:31,2022-06-22 19:42:31,2022-06-23 10:42:31,Security,VPN,Low,Medium,Medium,Resolved,Cloud Team,Karen Garcia,Delhi,Operations,Exchange Server,Executive size evidence south probably goal.,0,No,23,Edward Butler,Jun-2022,Q2
INC103070,2022-05-31 21:57:15,2022-06-04 10:57:15,2022-06-04 13:57:15,Cloud,Printer,Low,High,Low,On Hold,Cloud Team,Kristen Wallace,Mumbai,Support,Power BI Server,Front bit worker south southern never strong every remember.,2,No,85,Carrie Sanders,May-2022,Q2
INC103071,2025-03-20 06:59:35,2025-03-23 01:59:35,2025-03-23 21:59:35,Hardware,VPN,Medium,High,High,Closed,Service Desk,Amanda Hawkins,Delhi,Finance,Active Directory,Finish both partner be whole magazine fast.,1,Yes,67,Crystal Wood,Mar-2025,Q1
INC103072,2024-01-13 14:53:54,2024-01-16 05:53:54,2024-01-16 11:53:54,Application,Oracle,Low,Medium,Medium,Closed,Network Team,Tina Washington,Kolkata,Finance,SAP Server,Old foot on show doctor message they sometimes.,4,Yes,63,Mary Reyes,Jan-2024,Q1
INC103073,2022-01-19 04:31:39,2022-01-20 15:31:39,2022-01-21 13:31:39,Cloud,Firewall,Critical,High,High,Resolved,Service Desk,Taylor Hale,Delhi,Sales,Exchange Server,Guess positive option suddenly case figure manage must.,0,Yes,35,Dustin Reed,Jan-2022,Q1
INC103074,2026-07-28 07:22:56,2026-07-30 01:22:56,2026-07-30 05:22:56,Network,Oracle,Critical,Medium,High,In Progress,Windows Team,Ryan Gill DDS,Bangalore,Operations,CRM Server,Much artist road main game need these generation happen business ahead.,4,Yes,42,Robert Martinez,Jul-2026,Q3
INC103075,2022-05-28 10:29:30,2022-05-31 07:29:30,2022-06-01 03:29:30,Application,Oracle,High,Low,Medium,Closed,Linux Team,Wayne Boone,Delhi,Marketing,Web Server,Kid market letter pick culture same like.,3,Yes,69,Paul Mcdaniel,May-2022,Q2
INC103076,2025-05-08 04:09:47,2025-05-10 04:09:47,2025-05-10 20:09:47,Database,Oracle,Low,High,Medium,On Hold,Application Support,Rachel Lopez,Hyderabad,Support,Exchange Server,Yeah I fast important seat.,1,Yes,48,Tyler Schneider,May-2025,Q2
INC103077,2022-05-24 21:13:08,2022-05-27 06:13:08,2022-05-27 10:13:08,Software,VPN,Medium,Low,High,New,Network Team,Alicia Hill,Chennai,Operations,Exchange Server,Turn foreign rate century military learn join herself start much.,3,No,57,Alec Wheeler,May-2022,Q2
INC103078,2021-01-17 21:03:38,2021-01-19 17:03:38,2021-01-20 03:03:38,Application,Oracle,Medium,Low,Medium,On Hold,Linux Team,Adam Woods,Delhi,Operations,Power BI Server,Two detail culture also safe capital hair front write player.,2,Yes,44,Tracy Vargas,Jan-2021,Q1
INC103079,2026-07-19 21:33:24,2026-07-21 23:33:24,2026-07-22 10:33:24,Hardware,Printer,Critical,Medium,Medium,New,Windows Team,John Anderson,Delhi,HR,Oracle DB,Approach ten face same continue social car per bring.,2,Yes,50,Caleb Butler,Jul-2026,Q3
INC103080,2025-09-06 14:14:56,2025-09-07 23:14:56,2025-09-08 22:14:56,Network,Linux,Low,Medium,High,Resolved,Service Desk,Regina Arnold,Hyderabad,Support,CRM Server,Relate really or foot generation head need treat style money politics.,1,Yes,33,Brandon Clay,Sep-2025,Q3
INC103081,2023-06-20 20:56:38,2023-06-24 15:56:38,2023-06-25 15:56:38,Database,Printer,Critical,Medium,Low,In Progress,Security Team,Christopher Bowers,Chennai,Sales,Exchange Server,Set scene risk live push challenge letter customer nearly care.,1,No,91,Thomas Newman,Jun-2023,Q2
INC103082,2023-02-25 10:52:16,2023-02-28 15:52:16,2023-02-28 17:52:16,Network,Oracle,Critical,Medium,Medium,Resolved,Database Team,Jeffrey Olson,Hyderabad,HR,Exchange Server,Loss together free increase happen.,4,No,77,Linda Johnson,Feb-2023,Q1
INC103083,2021-05-23 16:51:14,2021-05-27 14:51:14,2021-05-28 05:51:14,Hardware,VPN,High,Medium,High,On Hold,Cloud Team,Robert Owens,Chennai,Operations,Power BI Server,None can quality recognize either fear after smile not.,4,No,94,Michael Sanchez,May-2021,Q2
INC103084,2024-01-31 06:06:15,2024-01-31 14:06:15,2024-02-01 01:06:15,Software,Server,Low,Medium,Medium,On Hold,Application Support,Amanda Campbell,Bangalore,Sales,SAP Server,Surface yourself ok specific fast.,5,Yes,8,Mary Montes,Jan-2024,Q1
INC103085,2023-07-17 22:45:27,2023-07-19 21:45:27,2023-07-20 12:45:27,Hardware,Linux,Medium,Medium,Low,New,Application Support,Diana Carpenter,Mumbai,IT,SAP Server,Piece letter gas discuss.,3,Yes,47,Joshua Romero,Jul-2023,Q3
INC103086,2025-08-22 13:24:09,2025-08-25 21:24:09,2025-08-26 20:24:09,Hardware,Firewall,High,Medium,High,Resolved,Service Desk,Ana Sanford,Hyderabad,Operations,Power BI Server,Sing six reveal continue their by floor.,1,No,80,Adam Whitaker,Aug-2025,Q3
INC103087,2022-07-09 17:53:54,2022-07-11 23:53:54,2022-07-12 07:53:54,Software,SQL,High,High,Low,On Hold,Windows Team,Robert Perkins,Delhi,Operations,Active Directory,Source sit either try become war simply page enough ability.,4,Yes,54,Donna Williams,Jul-2022,Q3
INC103088,2023-09-26 19:01:09,2023-09-27 15:01:09,2023-09-27 17:01:09,Email,Windows,Critical,Medium,Medium,New,Service Desk,Melissa Graham,Delhi,IT,SAP Server,Plan show the low wonder century same home.,5,No,20,David Duarte,Sep-2023,Q3
INC103089,2024-04-08 01:37:37,2024-04-10 22:37:37,2024-04-11 17:37:37,Hardware,Windows,Low,High,Low,On Hold,Windows Team,Amber Nunez,Pune,HR,Oracle DB,Ever case follow western thank together candidate beat him exactly.,5,Yes,69,Nicholas Munoz,Apr-2024,Q2
