Change Number,Opened At,Planned Start,Planned End,Actual Start,Actual End,Change Type,Risk,Priority,State,Category,Assignment Group,Assigned To,Location,Department,CI Name,Short Description,Conflict Status,Approval Status,On Hold Reason,Month Year,Quarter
CHG101529,2021-12-11 21:40:56,2021-12-15 21:40:56,2021-12-18 21:40:56,2021-12-16 02:40:56,2021-12-16 23:40:56,Normal,Low,Low,Assess,Application,Service Desk,Christopher Clay,Delhi,IT,CRM Server,Again finish whole wrong affect build.,Conflict Detected,Pending,CAB Review,Dec-2021,Q4
CHG101530,2022-02-19 22:25:02,2022-02-23 22:25:02,2022-02-24 22:25:02,2022-02-24 06:25:02,2022-02-24 22:25:02,Emergency,High,Low,Review,Security,Application Support,Christopher Green,Bangalore,HR,SAP Server,Across three newspaper Mr already maybe floor bag really.,No Conflict,Pending,Business Request,Feb-2022,Q1
CHG101531,2022-10-19 06:52:14,2022-10-21 06:52:14,2022-10-22 06:52:14,2022-10-21 11:52:14,2022-10-22 07:52:14,Standard,High,Critical,Review,Security,Network Team,Sharon Green,Hyderabad,Finance,Active Directory,Factor game trouble attorney will.,No Conflict,Rejected,Business Request,Oct-2022,Q4
CHG101532,2022-11-06 19:47:30,2022-11-08 19:47:30,2022-11-10 19:47:30,2022-11-09 01:47:30,2022-11-09 10:47:30,Emergency,Low,Low,Review,Hardware,Application Support,Renee Black,Bangalore,Support,SAP Server,Show decision form number common consumer popular require participant one.,Conflict Detected,Approved,Vendor Delay,Nov-2022,Q4
CHG101533,2025-10-30 11:05:17,2025-11-02 11:05:17,2025-11-05 11:05:17,2025-11-02 12:05:17,2025-11-03 12:05:17,Standard,Medium,Medium,Closed,Email,Service Desk,Stephanie Smith,Chennai,Operations,CRM Server,Forget direction manager event imagine technology.,No Conflict,Pending,,Oct-2025,Q4
CHG101534,2022-01-10 21:52:25,2022-01-14 21:52:25,2022-01-17 21:52:25,2022-01-15 00:52:25,2022-01-16 00:52:25,Emergency,Medium,High,Assess,Cloud,Service Desk,Jessica Reed,Chennai,Finance,Web Server,Already order religious paper home certain ahead.,Conflict Detected,Approved,Vendor Delay,Jan-2022,Q1
CHG101535,2024-09-15 16:17:50,2024-09-20 16:17:50,2024-09-21 16:17:50,2024-09-20 20:17:50,2024-09-21 07:17:50,Emergency,Low,Medium,Assess,Network,Linux Team,Joann Mills,Delhi,Finance,Active Directory,Your continue movement believe improve Democrat choose rest.,Conflict Detected,Pending,Business Request,Sep-2024,Q3
CHG101536,2023-02-01 14:24:09,2023-02-05 14:24:09,2023-02-08 14:24:09,2023-02-05 21:24:09,2023-02-06 17:24:09,Emergency,Low,Medium,Scheduled,Security,Cloud Team,Brad Peterson,Pune,IT,Active Directory,Others treatment community well throughout any next continue wait.,No Conflict,Approved,Vendor Delay,Feb-2023,Q1
CHG101537,2025-12-24 13:27:25,2025-12-29 13:27:25,2025-12-31 13:27:25,2025-12-29 21:27:25,2025-12-30 09:27:25,Emergency,Medium,Low,Closed,Hardware,Service Desk,Justin Walker,Delhi,HR,SAP Server,Force drop realize message future.,No Conflict,Rejected,CAB Review,Dec-2025,Q4
CHG101538,2026-06-15 03:55:55,2026-06-17 03:55:55,2026-06-18 03:55:55,2026-06-17 06:55:55,2026-06-18 06:55:55,Standard,High,High,Closed,Hardware,Database Team,Juan Parker,Pune,HR,VPN Gateway,Probably nation agree glass voice affect.,Conflict Detected,Approved,,Jun-2026,Q2
CHG101539,2022-09-08 15:35:49,2022-09-09 15:35:49,2022-09-10 15:35:49,2022-09-09 21:35:49,2022-09-10 17:35:49,Emergency,Medium,Low,Closed,Email,Linux Team,Dana Love,Hyderabad,IT,Exchange Server,Ready where parent interesting pretty meeting would sport test music.,No Conflict,Rejected,,Sep-2022,Q3
CHG101540,2022-02-28 19:32:19,2022-03-04 19:32:19,2022-03-06 19:32:19,2022-03-04 21:32:19,2022-03-05 08:32:19,Normal,Low,Medium,New,Hardware,Security Team,Samantha Salazar,Mumbai,HR,VPN Gateway,Fill phone research his day detail break family trip company development.,No Conflict,Rejected,Vendor Delay,Feb-2022,Q1
CHG101541,2025-06-03 23:03:34,2025-06-06 23:03:34,2025-06-09 23:03:34,2025-06-07 00:03:34,2025-06-07 23:03:34,Standard,High,Low,New,Hardware,Network Team,Megan Glover,Bangalore,IT,Power BI Server,Voice least mean perhaps role agent may visit yourself.,Conflict Detected,Rejected,Vendor Delay,Jun-2025,Q2
CHG101542,2021-06-09 18:36:32,2021-06-14 18:36:32,2021-06-17 18:36:32,2021-06-14 20:36:32,2021-06-15 07:36:32,Normal,High,Medium,Authorize,Network,Security Team,Luis Howard,Bangalore,Marketing,Exchange Server,Offer major tell those three wait past.,No Conflict,Pending,Vendor Delay,Jun-2021,Q2
CHG101543,2024-04-23 03:36:14,2024-04-25 03:36:14,2024-04-28 03:36:14,2024-04-25 06:36:14,2024-04-26 06:36:14,Normal,Medium,Low,Implement,Software,Linux Team,Daniel James,Bangalore,Finance,CRM Server,Short majority meet opportunity inside source floor budget structure.,No Conflict,Approved,Awaiting Approval,Apr-2024,Q2
CHG101544,2022-10-29 07:26:44,2022-10-30 07:26:44,2022-10-31 07:26:44,2022-10-30 12:26:44,2022-10-31 10:26:44,Standard,Medium,Critical,Closed,Email,Linux Team,Mary Cain,Delhi,Operations,Oracle DB,Ball per food expect day decision training.,Conflict Detected,Approved,Vendor Delay,Oct-2022,Q4
CHG101545,2025-05-07 12:16:32,2025-05-10 12:16:32,2025-05-11 12:16:32,2025-05-10 17:16:32,2025-05-11 09:16:32,Normal,High,High,Assess,Email,Network Team,Joyce Parsons,Pune,Sales,CRM Server,Eight those skill color bank article national painting memory whose.,Conflict Detected,Pending,Vendor Delay,May-2025,Q2
CHG101546,2024-05-26 08:42:30,2024-05-30 08:42:30,2024-06-02 08:42:30,2024-05-30 09:42:30,2024-05-30 14:42:30,Emergency,Low,Medium,Assess,Email,Security Team,Vicki Moore,Pune,HR,CRM Server,Start coach cost apply reduce they degree recently phone point.,Conflict Detected,Rejected,Business Request,May-2024,Q2
CHG101547,2023-09-13 04:02:58,2023-09-18 04:02:58,2023-09-19 04:02:58,2023-09-18 12:02:58,2023-09-18 23:02:58,Normal,Medium,High,New,Database,Database Team,Tyler Quinn,Delhi,Operations,Web Server,Teach fund least detail week part that material become.,Conflict Detected,Pending,Vendor Delay,Sep-2023,Q3
CHG101548,2022-07-29 02:17:06,2022-08-02 02:17:06,2022-08-05 02:17:06,2022-08-02 07:17:06,2022-08-03 03:17:06,Standard,Low,Critical,Authorize,Hardware,Cloud Team,Jeremy Wright,Mumbai,HR,Active Directory,Young yeah capital foot cut budget number plan idea.,Conflict Detected,Rejected,Business Request,Jul-2022,Q3
CHG101549,2023-02-21 00:55:48,2023-02-25 00:55:48,2023-02-28 00:55:48,2023-02-25 07:55:48,2023-02-26 05:55:48,Standard,High,Low,Review,Application,Database Team,Shannon Miller,Chennai,Marketing,SAP Server,Spend reveal make practice together professor establish worry garden.,No Conflict,Rejected,Vendor Delay,Feb-2023,Q1
CHG101550,2021-05-29 20:46:46,2021-05-31 20:46:46,2021-06-03 20:46:46,2021-05-31 20:46:46,2021-06-01 11:46:46,Emergency,Medium,Medium,Review,Software,Cloud Team,John Gardner,Hyderabad,Finance,VPN Gateway,Available behavior sound ground level eight soldier rather.,No Conflict,Rejected,Awaiting Approval,May-2021,Q2
CHG101551,2022-02-22 08:34:28,2022-02-26 08:34:28,2022-03-01 08:34:28,2022-02-26 09:34:28,2022-02-27 02:34:28,Emergency,Low,Medium,Authorize,Software,Service Desk,Peter Johnson,Delhi,Finance,CRM Server,Pull foreign north bag Congress thus maybe where.,Conflict Detected,Pending,,Feb-2022,Q1
CHG101552,2023-02-22 18:03:54,2023-02-27 18:03:54,2023-02-28 18:03:54,2023-02-27 19:03:54,2023-02-28 19:03:54,Normal,Low,Medium,Assess,Database,Security Team,Steven Donovan,Pune,Support,CRM Server,Mouth some be wall sign media glass.,No Conflict,Approved,Awaiting Approval,Feb-2023,Q1
CHG101553,2021-07-04 05:25:41,2021-07-09 05:25:41,2021-07-12 05:25:41,2021-07-09 05:25:41,2021-07-09 23:25:41,Standard,Medium,Medium,Scheduled,Application,Service Desk,Lee Vargas,Kolkata,Marketing,Power BI Server,Simply door trouble protect television cup popular also look.,No Conflict,Approved,,Jul-2021,Q3
CHG101554,2025-06-05 22:52:24,2025-06-10 22:52:24,2025-06-11 22:52:24,2025-06-11 04:52:24,2025-06-11 14:52:24,Emergency,Medium,Medium,Implement,Network,Linux Team,Michael Walters,Chennai,Support,SAP Server,Herself recent form state race visit science.,No Conflict,Approved,Business Request,Jun-2025,Q2
CHG101555,2026-04-21 02:43:11,2026-04-22 02:43:11,2026-04-25 02:43:11,2026-04-22 10:43:11,2026-04-22 14:43:11,Normal,High,Low,Assess,Software,Application Support,Ryan West,Hyderabad,IT,CRM Server,Decide ever necessary know show story.,No Conflict,Pending,Business Request,Apr-2026,Q2
CHG101556,2026-01-02 22:34:30,2026-01-05 22:34:30,2026-01-08 22:34:30,2026-01-06 03:34:30,2026-01-06 08:34:30,Emergency,Medium,High,Closed,Security,Security Team,Margaret Fernandez,Chennai,Marketing,SAP Server,Either guess attorney act his husband seven oil family body.,No Conflict,Rejected,Awaiting Approval,Jan-2026,Q1
CHG101557,2021-12-07 14:52:37,2021-12-10 14:52:37,2021-12-13 14:52:37,2021-12-10 19:52:37,2021-12-10 22:52:37,Standard,Medium,High,New,Email,Windows Team,Emily Washington,Hyderabad,Sales,SAP Server,Into laugh travel necessary human close step even cause use evidence.,Conflict Detected,Rejected,,Dec-2021,Q4
CHG101558,2025-09-28 01:39:14,2025-09-29 01:39:14,2025-10-01 01:39:14,2025-09-29 09:39:14,2025-09-29 17:39:14,Normal,High,Critical,Review,Security,Cloud Team,Cassandra Kim,Pune,Marketing,CRM Server,Outside medical follow under network less their information avoid sort town.,Conflict Detected,Rejected,Awaiting Approval,Sep-2025,Q3
CHG101559,2021-01-03 21:51:27,2021-01-05 21:51:27,2021-01-08 21:51:27,2021-01-06 03:51:27,2021-01-06 19:51:27,Emergency,Low,Low,Scheduled,Cloud,Linux Team,Allen Edwards,Pune,Sales,Active Directory,Represent law board continue road actually.,Conflict Detected,Approved,Business Request,Jan-2021,Q1
CHG101560,2024-06-03 03:25:42,2024-06-04 03:25:42,2024-06-06 03:25:42,2024-06-04 08:25:42,2024-06-04 23:25:42,Emergency,High,Medium,Implement,Email,Cloud Team,Sara Warner,Kolkata,Operations,Exchange Server,Young catch blood natural TV stage degree whatever stock doctor.,No Conflict,Approved,CAB Review,Jun-2024,Q2
CHG101561,2022-08-30 08:20:44,2022-08-31 08:20:44,2022-09-03 08:20:44,2022-08-31 10:20:44,2022-09-01 03:20:44,Emergency,High,High,Authorize,Software,Service Desk,Cindy Watson,Mumbai,Sales,VPN Gateway,Already available child will activity.,No Conflict,Pending,Vendor Delay,Aug-2022,Q3
CHG101562,2021-05-12 17:32:53,2021-05-14 17:32:53,2021-05-17 17:32:53,2021-05-14 18:32:53,2021-05-15 10:32:53,Normal,High,High,New,Email,Database Team,Mary Dominguez,Chennai,Finance,Power BI Server,Campaign a candidate phone garden myself.,Conflict Detected,Approved,CAB Review,May-2021,Q2
CHG101563,2022-12-11 11:39:35,2022-12-16 11:39:35,2022-12-19 11:39:35,2022-12-16 11:39:35,2022-12-16 17:39:35,Normal,Low,Critical,Review,Security,Windows Team,Gregory Brooks,Hyderabad,HR,Active Directory,Almost information stage law enjoy continue notice street bed unit.,Conflict Detected,Pending,,Dec-2022,Q4
CHG101564,2025-08-14 04:04:45,2025-08-19 04:04:45,2025-08-21 04:04:45,2025-08-19 10:04:45,2025-08-19 19:04:45,Emergency,Medium,Critical,Review,Database,Service Desk,James Lee,Kolkata,Operations,Active Directory,Skin push recent people power something however woman.,Conflict Detected,Approved,,Aug-2025,Q3
CHG101565,2025-10-13 01:43:44,2025-10-17 01:43:44,2025-10-19 01:43:44,2025-10-17 01:43:44,2025-10-17 04:43:44,Emergency,Low,Medium,Review,Cloud,Application Support,Emily Burke,Bangalore,Marketing,CRM Server,Artist energy lot get nor job option quality.,Conflict Detected,Approved,,Oct-2025,Q4
CHG101566,2022-06-06 03:32:58,2022-06-10 03:32:58,2022-06-12 03:32:58,2022-06-10 07:32:58,2022-06-11 04:32:58,Emergency,High,Critical,Review,Application,Database Team,Benjamin Kerr,Bangalore,HR,Power BI Server,Member the think within there remain remember local.,Conflict Detected,Approved,,Jun-2022,Q2
CHG101567,2024-09-20 23:03:00,2024-09-24 23:03:00,2024-09-25 23:03:00,2024-09-25 07:03:00,2024-09-25 21:03:00,Emergency,Medium,Low,Review,Application,Linux Team,Frederick Scott,Delhi,Sales,VPN Gateway,Other long radio season their detail.,Conflict Detected,Pending,Business Request,Sep-2024,Q3
CHG101568,2021-04-14 09:51:47,2021-04-15 09:51:47,2021-04-16 09:51:47,2021-04-15 17:51:47,2021-04-15 19:51:47,Normal,High,High,New,Software,Cloud Team,Stacey Conway,Delhi,Finance,SAP Server,Let natural customer ever source organization father film hand picture.,No Conflict,Approved,CAB Review,Apr-2021,Q2
CHG101569,2025-05-27 11:20:23,2025-06-01 11:20:23,2025-06-03 11:20:23,2025-06-01 15:20:23,2025-06-01 19:20:23,Standard,High,High,Assess,Application,Linux Team,Andrea Miller,Hyderabad,HR,Oracle DB,Tree I candidate how second education article nothing win specific.,Conflict Detected,Rejected,Business Request,May-2025,Q2
CHG101570,2023-06-17 23:38:02,2023-06-22 23:38:02,2023-06-24 23:38:02,2023-06-23 03:38:02,2023-06-23 09:38:02,Standard,Medium,Critical,Review,Application,Windows Team,Tiffany Malone,Pune,Sales,Exchange Server,Medical indeed two though such action present sound affect.,No Conflict,Rejected,CAB Review,Jun-2023,Q2
CHG101571,2021-11-11 23:02:04,2021-11-12 23:02:04,2021-11-15 23:02:04,2021-11-13 05:02:04,2021-11-14 03:02:04,Emergency,High,High,Authorize,Application,Application Support,Brittany Riley,Bangalore,Marketing,Active Directory,Different marriage require treat clear professional keep must teacher win.,No Conflict,Pending,,Nov-2021,Q4
CHG101572,2025-02-06 09:25:56,2025-02-11 09:25:56,2025-02-14 09:25:56,2025-02-11 15:25:56,2025-02-11 20:25:56,Standard,High,Medium,Scheduled,Database,Windows Team,Patrick Obrien,Mumbai,IT,CRM Server,Boy together mind top run around out while keep anything will.,Conflict Detected,Approved,,Feb-2025,Q1
CHG101573,2024-08-28 19:54:07,2024-08-30 19:54:07,2024-09-02 19:54:07,2024-08-31 00:54:07,2024-08-31 14:54:07,Standard,High,Medium,Review,Network,Windows Team,Tyler Wang,Hyderabad,HR,Exchange Server,Give exist name policy letter.,No Conflict,Pending,,Aug-2024,Q3
CHG101574,2026-03-28 10:49:14,2026-04-02 10:49:14,2026-04-04 10:49:14,2026-04-02 16:49:14,2026-04-03 06:49:14,Standard,High,Low,New,Database,Service Desk,Katie Hoffman,Bangalore,Marketing,Exchange Server,Appear fear name kitchen truth section.,Conflict Detected,Rejected,,Mar-2026,Q1
CHG101575,2022-01-14 01:16:48,2022-01-19 01:16:48,2022-01-20 01:16:48,2022-01-19 01:16:48,2022-01-19 15:16:48,Emergency,Low,Critical,Authorize,Software,Security Team,David Oliver,Chennai,Marketing,Power BI Server,Strong billion position together activity.,Conflict Detected,Rejected,Vendor Delay,Jan-2022,Q1
CHG101576,2024-08-29 11:14:58,2024-09-01 11:14:58,2024-09-03 11:14:58,2024-09-01 11:14:58,2024-09-02 00:14:58,Emergency,High,Low,New,Cloud,Database Team,Courtney Long,Pune,Finance,Oracle DB,Phone risk industry long each drive.,Conflict Detected,Approved,,Aug-2024,Q3
CHG101577,2021-07-23 08:30:36,2021-07-24 08:30:36,2021-07-27 08:30:36,2021-07-24 08:30:36,2021-07-24 20:30:36,Normal,Low,Critical,Implement,Hardware,Database Team,Daniel Hayes,Pune,Finance,Oracle DB,Glass follow lead take idea strong item research box statement.,Conflict Detected,Approved,Vendor Delay,Jul-2021,Q3
CHG101578,2022-05-11 01:05:41,2022-05-13 01:05:41,2022-05-14 01:05:41,2022-05-13 05:05:41,2022-05-13 16:05:41,Normal,High,High,Assess,Database,Service Desk,Lisa Chavez,Chennai,Support,Power BI Server,Establish sort but institution we feel let allow.,No Conflict,Pending,Vendor Delay,May-2022,Q2
CHG101579,2025-06-06 10:28:00,2025-06-09 10:28:00,2025-06-12 10:28:00,2025-06-09 16:28:00,2025-06-10 04:28:00,Standard,Low,Critical,New,Database,Linux Team,Debbie Bryan,Delhi,Sales,CRM Server,Those page soon talk responsibility administration significant value a.,Conflict Detected,Approved,,Jun-2025,Q2
CHG101580,2024-05-13 08:02:55,2024-05-15 08:02:55,2024-05-17 08:02:55,2024-05-15 08:02:55,2024-05-15 14:02:55,Emergency,Low,Medium,Review,Email,Network Team,Roger Ruiz,Hyderabad,Operations,Power BI Server,Doctor blue value amount draw purpose can fact owner try.,Conflict Detected,Approved,CAB Review,May-2024,Q2
CHG101581,2026-02-05 00:41:55,2026-02-07 00:41:55,2026-02-09 00:41:55,2026-02-07 08:41:55,2026-02-07 14:41:55,Standard,Low,Low,Implement,Software,Service Desk,Caroline Mullins,Pune,HR,Active Directory,Long provide listen herself they if section.,No Conflict,Approved,Vendor Delay,Feb-2026,Q1
CHG101582,2021-05-03 14:42:24,2021-05-06 14:42:24,2021-05-08 14:42:24,2021-05-06 19:42:24,2021-05-07 06:42:24,Standard,Low,Critical,Scheduled,Cloud,Windows Team,Michael Lee,Delhi,Sales,VPN Gateway,Safe learn meet read line letter partner.,Conflict Detected,Pending,CAB Review,May-2021,Q2
CHG101583,2024-02-08 18:48:59,2024-02-11 18:48:59,2024-02-13 18:48:59,2024-02-11 22:48:59,2024-02-12 21:48:59,Emergency,High,Medium,New,Application,Linux Team,Gina Lewis,Delhi,Finance,SAP Server,Forget music my best car.,No Conflict,Approved,Business Request,Feb-2024,Q1
CHG101584,2023-09-03 01:15:19,2023-09-08 01:15:19,2023-09-09 01:15:19,2023-09-08 02:15:19,2023-09-08 21:15:19,Normal,Medium,Low,Scheduled,Network,Cloud Team,Katherine Wolfe,Kolkata,Marketing,CRM Server,Think environmental religious writer through series will.,Conflict Detected,Pending,Vendor Delay,Sep-2023,Q3
CHG101585,2026-02-10 10:36:30,2026-02-11 10:36:30,2026-02-14 10:36:30,2026-02-11 14:36:30,2026-02-11 19:36:30,Standard,High,Medium,Authorize,Email,Database Team,Jennifer Patel,Bangalore,Finance,Oracle DB,Pattern knowledge which they company road may various nation hospital leader.,No Conflict,Pending,CAB Review,Feb-2026,Q1
CHG101586,2024-11-15 23:07:20,2024-11-19 23:07:20,2024-11-22 23:07:20,2024-11-20 04:07:20,2024-11-20 14:07:20,Normal,High,High,Closed,Application,Linux Team,Aaron Kane,Chennai,HR,Web Server,Put with across push.,No Conflict,Pending,Vendor Delay,Nov-2024,Q4
CHG101587,2026-04-30 17:21:41,2026-05-01 17:21:41,2026-05-02 17:21:41,2026-05-01 23:21:41,2026-05-02 19:21:41,Standard,Medium,High,Authorize,Cloud,Security Team,Ashley Clark,Pune,HR,Active Directory,Send religious treat together food kitchen activity organization her.,No Conflict,Pending,Vendor Delay,Apr-2026,Q2
CHG101588,2021-07-06 20:20:45,2021-07-10 20:20:45,2021-07-13 20:20:45,2021-07-10 22:20:45,2021-07-11 01:20:45,Normal,High,High,Authorize,Database,Service Desk,Michael Scott,Bangalore,Support,Power BI Server,Billion dog drive for herself.,No Conflict,Pending,Vendor Delay,Jul-2021,Q3
CHG101589,2026-05-03 23:30:43,2026-05-05 23:30:43,2026-05-06 23:30:43,2026-05-06 03:30:43,2026-05-06 06:30:43,Normal,Low,High,Authorize,Network,Windows Team,Chris Grant,Mumbai,Support,Active Directory,Part point health detail general against home your price.,No Conflict,Approved,Awaiting Approval,May-2026,Q2
CHG101590,2021-05-03 19:55:51,2021-05-06 19:55:51,2021-05-08 19:55:51,2021-05-06 22:55:51,2021-05-07 21:55:51,Emergency,High,Critical,New,Cloud,Application Support,Ryan Carney,Hyderabad,HR,Power BI Server,Some bed they fact find great relate.,Conflict Detected,Approved,Awaiting Approval,May-2021,Q2
CHG101591,2026-06-24 05:02:18,2026-06-26 05:02:18,2026-06-28 05:02:18,2026-06-26 05:02:18,2026-06-26 21:02:18,Emergency,Low,Low,Implement,Application,Application Support,Tara Lynch,Kolkata,HR,Web Server,Say month whatever Democrat everybody.,Conflict Detected,Approved,Awaiting Approval,Jun-2026,Q2
CHG101592,2022-12-14 17:55:54,2022-12-17 17:55:54,2022-12-20 17:55:54,2022-12-17 22:55:54,2022-12-18 13:55:54,Emergency,High,Critical,Review,Network,Database Team,Thomas Joseph,Bangalore,Marketing,VPN Gateway,Pass thus painting my economy truth image generation.,Conflict Detected,Pending,,Dec-2022,Q4
CHG101593,2024-09-22 17:28:25,2024-09-23 17:28:25,2024-09-25 17:28:25,2024-09-23 20:28:25,2024-09-24 20:28:25,Standard,High,Low,Authorize,Hardware,Linux Team,Wayne Payne,Hyderabad,Operations,Oracle DB,Phone hard really understand.,Conflict Detected,Pending,Vendor Delay,Sep-2024,Q3
